        Frequency / GHz                S2,1/abs,dB
               9.5839996                     -0.98895591
                   9.592                     -0.98794111
               9.6000004                     -0.98684166
               9.6079998                     -0.98565335
               9.6160002                     -0.98437348
               9.6239996                     -0.98300144
                   9.632                     -0.98153914
               9.6400003                       -0.979992
               9.6479998                      -0.9783659
               9.6560001                     -0.97666952
               9.6639996                     -0.97491288
               9.6719999                     -0.97310901
               9.6800003                     -0.97126988
               9.6879997                     -0.96941231
               9.6960001                     -0.96754997
               9.7040005                     -0.96569968
               9.7119999                     -0.96387644
               9.7200003                     -0.96209746
               9.7279997                     -0.96037695
               9.7360001                      -0.9587297
               9.7440004                      -0.9571678
               9.7519999                     -0.95570315
               9.7600002                     -0.95434456
               9.7679996                     -0.95309932
                   9.776                     -0.95197284
               9.7840004                     -0.95096643
               9.7919998                     -0.95008127
               9.8000002                     -0.94931318
               9.8079996                     -0.94865749
                   9.816                     -0.94810666
               9.8240004                     -0.94765016
               9.8319998                     -0.94727523
               9.8400002                      -0.9469671
               9.8479996                      -0.9467115
               9.8559999                     -0.94648971
               9.8640003                     -0.94628384
               9.8719997                     -0.94607539
               9.8800001                     -0.94584513
               9.8879995                     -0.94557569
               9.8959999                     -0.94524754
               9.9040003                     -0.94484606
               9.9119997                     -0.94435521
               9.9200001                     -0.94376128
               9.9280005                     -0.94305479
               9.9359999                     -0.94222675
               9.9440002                     -0.94127322
               9.9519997                      -0.9401897
                    9.96                     -0.93897768
               9.9680004                     -0.93764124
               9.9759998                      -0.9361869
               9.9840002                     -0.93462473
               9.9919996                     -0.93296528
                      10                     -0.93122687

