        Frequency / GHz                S2,1/abs,dB
               9.6560001                      -2.1846539
               9.6639996                      -2.1504389
               9.6719999                      -2.1169661
               9.6800003                      -2.0842067
               9.6879997                      -2.0521299
               9.6960001                      -2.0207075
               9.7040005                      -1.9899109
               9.7119999                       -1.959713
               9.7200003                      -1.9300876
               9.7279997                      -1.9010112
               9.7360001                      -1.8724624
               9.7440004                      -1.8444199
               9.7519999                      -1.8168681
               9.7600002                      -1.7897902
               9.7679996                      -1.7631749
                   9.776                      -1.7370113
               9.7840004                      -1.7112928
               9.7919998                      -1.6860134
               9.8000002                      -1.6611701
               9.8079996                      -1.6367646
                   9.816                      -1.6127955
               9.8240004                      -1.5892687
               9.8319998                      -1.5661876
               9.8400002                      -1.5435578
               9.8479996                      -1.5213874
               9.8559999                      -1.4996828
               9.8640003                       -1.478451
               9.8719997                      -1.4577011
               9.8800001                      -1.4374374
               9.8879995                      -1.4176683
               9.8959999                       -1.398397
               9.9040003                      -1.3796281
               9.9119997                      -1.3613608
               9.9200001                      -1.3435962
               9.9280005                      -1.3263309
               9.9359999                        -1.30956
               9.9440002                      -1.2932759
               9.9519997                      -1.2774697
                    9.96                       -1.262128
               9.9680004                      -1.2472358
               9.9759998                      -1.2327762
               9.9840002                      -1.2187309
               9.9919996                      -1.2050788
                      10                      -1.1917966

