#Parameters = {dr=0.2; gap=0.6; h_cu=0.035; r_ext=2.6; wr=0.6; x=0.76; y=6; z=6}
#"Frequency / GHz"	"S2,1 [Magnitude]"
#------------------------------------
4.0000000000000	-0.73491684095246
4.0040001869202	-0.73769222784779
4.0079998970032	-0.74048860859501
4.0120000839233	-0.74329763499374
4.0159997940063	-0.74611394226241
4.0199999809265	-0.74893084435781
4.0240001678467	-0.75173972511141
4.0279998779297	-0.75453709360904
4.0320000648499	-0.75731434625278
4.0359997749329	-0.76006703296659
4.0399999618530	-0.76278818914282
4.0440001487732	-0.76547408097840
4.0479998588562	-0.76812026552361
4.0520000457764	-0.77072173551442
4.0560002326965	-0.77327279261250
4.0599999427795	-0.77577372721607
4.0640001296997	-0.77821898054548
4.0679998397827	-0.78060861715133
4.0720000267029	-0.78293870611030
4.0760002136230	-0.78521030553348
4.0799999237061	-0.78742099869308
4.0840001106262	-0.78957139456332
4.0879998207092	-0.79166282457925
4.0920000076294	-0.79369696633060
4.0960001945496	-0.79567320823346
4.0999999046326	-0.79759454293256
4.1040000915527	-0.79946540195730
4.1079998016357	-0.80128741089489
4.1119999885559	-0.80306481176124
4.1160001754761	-0.80480059866424
4.1199998855591	-0.80650018656399
4.1240000724792	-0.80816781807888
4.1279997825623	-0.80980934433631
4.1319999694824	-0.81142816409784
4.1360001564026	-0.81303133340327
4.1399998664856	-0.81462397523018
4.1440000534058	-0.81621023584904
4.1479997634888	-0.81779948607073
4.1519999504089	-0.81939482256370
4.1560001373291	-0.82100276026343
4.1599998474121	-0.82262742794308
4.1640000343323	-0.82427649826951
4.1680002212524	-0.82595441723535
4.1719999313354	-0.82766601189021
4.1760001182556	-0.82941700966305
4.1799998283386	-0.83121268683703
4.1840000152588	-0.83305482836077
4.1880002021790	-0.83495019737677
4.1919999122620	-0.83690190326739
4.1960000991821	-0.83891209876806
4.1999998092651	-0.84098399875590
4.2039999961853	-0.84312052634342
4.2080001831055	-0.84532327680791
4.2119998931885	-0.84759471473111
4.2160000801086	-0.84993553534421
4.2199997901917	-0.85234595476843
4.2239999771118	-0.85482574537764
4.2280001640320	-0.85737585551344
4.2319998741150	-0.85999503472729
4.2360000610352	-0.86268152817221
4.2399997711182	-0.86543428570882
4.2439999580383	-0.86825217163753
4.2480001449585	-0.87113136065553
4.2519998550415	-0.87407040842582
4.2560000419617	-0.87706490595532
4.2600002288818	-0.88011294862186
4.2639999389648	-0.88320969925396
4.2680001258850	-0.88635255422739
4.2719998359680	-0.88953613301103
4.2760000228882	-0.89275652985027
4.2800002098083	-0.89601034193745
4.2839999198914	-0.89929212683318
4.2880001068115	-0.90259806514195
4.2919998168945	-0.90592182607673
4.2960000038147	-0.90926153886424
4.3000001907349	-0.91261033612967
4.3039999008179	-0.91596575221822
4.3080000877380	-0.91932184064451
4.3119997978210	-0.92267469631215
4.3159999847412	-0.92602318826126
4.3200001716614	-0.92936045374443
4.3239998817444	-0.93268342749870
4.3280000686646	-0.93598989080976
4.3319997787476	-0.93927681060284
4.3359999656677	-0.94254110103095
4.3400001525879	-0.94578226623280
4.3439998626709	-0.94899634022444
4.3480000495911	-0.95218249204012
4.3520002365112	-0.95534145549427
4.3559999465942	-0.95847019930348
4.3600001335144	-0.96157067910512
4.3639998435974	-0.96464024849707
4.3680000305176	-0.96768206344710
4.3720002174377	-0.97069687892038
4.3759999275208	-0.97368482327438
4.3800001144409	-0.97664777899187
4.3839998245239	-0.97958801741065
4.3880000114441	-0.98250928672826
4.3920001983643	-0.98541299832547
4.3959999084473	-0.98830249044856
4.4000000953674	-0.99117964406098
4.4039998054504	-0.99405043907407
4.4079999923706	-0.99691777563243
4.4120001792908	-0.99978501790671
4.4159998893738	-1.0026571027230
4.4200000762939	-1.0055373104602
4.4239997863770	-1.0084311583407
4.4279999732971	-1.0113415973888
4.4320001602173	-1.0142743227906
4.4359998703003	-1.0172347520256
4.4400000572205	-1.0202245141568
4.4439997673035	-1.0232501552528
4.4479999542236	-1.0263146935052
4.4520001411438	-1.0294231983443
4.4559998512268	-1.0325782722265
4.4600000381470	-1.0357854914605
4.4640002250671	-1.0390463318918
4.4679999351501	-1.0423657413211
4.4720001220703	-1.0457463770040
4.4759998321533	-1.0491911239317
4.4800000190735	-1.0527019617368
4.4840002059937	-1.0562808179140
4.4879999160767	-1.0599299941271
4.4920001029968	-1.0636522142922
4.4959998130798	-1.0674475489060
4.5000000000000	-1.0713153523410
4.5040001869202	-1.0752592584626
4.5079998970032	-1.0792770352831
4.5120000839233	-1.0833695026381
4.5159997940063	-1.0875366274201
4.5199999809265	-1.0917767234635
4.5240001678467	-1.0960879816403
4.5279998779297	-1.1004721222405
4.5320000648499	-1.1049240202569
4.5359997749329	-1.1094438084925
4.5399999618530	-1.1140279865380
4.5440001487732	-1.1186743801946
4.5479998588562	-1.1233825338339
4.5520000457764	-1.1281466343060
4.5560002326965	-1.1329664150475
4.5599999427795	-1.1378372095621
4.5640001296997	-1.1427565271600
4.5679998397827	-1.1477207510535
4.5720000267029	-1.1527279228053
4.5760002136230	-1.1577738943396
4.5799999237061	-1.1628563808849
4.5840001106262	-1.1679730693107
4.5879998207092	-1.1731177724019
4.5920000076294	-1.1782917009800
4.5960001945496	-1.1834891814067
4.5999999046326	-1.1887109907084
4.6040000915527	-1.1939513035401
4.6079998016357	-1.1992095123085
4.6119999885559	-1.2044858667214
4.6160001754761	-1.2097754787316
4.6199998855591	-1.2150798158886
4.6240000724792	-1.2203968068425
4.6279997825623	-1.2257256949156
4.6319999694824	-1.2310651412404
